episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,39,-49.6400,39,0,0,1,0.0000,12.1389
2,90,50.3882,51,0,0,1,0.0000,11.8010
3,136,-49.6294,46,0,0,1,0.0000,11.5461
4,188,50.4131,52,0,0,1,0.0000,11.2017
5,248,-49.1737,60,0,0,1,0.0000,10.4371
