episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,285,-49.7451,29,0,0,1,0.0000,10.7167
2,347,-49.4888,62,0,0,1,0.0000,11.0614
3,393,-49.6388,46,0,0,1,0.0000,11.8225
4,469,-49.4428,76,0,0,1,0.0000,12.1642
