episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.4461,50,0,0,1,0.0000,11.7285
2,81,-49.7115,31,0,0,1,0.0000,10.5595
3,131,0.4285,50,0,0,1,0.0000,11.1138
4,181,0.4015,50,0,0,1,0.0000,12.0569
5,220,50.3167,39,0,0,1,0.0000,11.9700
6,270,0.4054,50,0,0,1,0.0000,11.5459
7,317,-49.6427,47,0,0,1,0.0000,13.1819
8,367,0.4069,50,0,0,1,0.0000,11.7951
9,414,-49.6085,47,0,0,1,0.0000,11.9912
10,464,0.4221,50,0,0,1,0.0000,11.9049
