episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.3978,50,0,0,1,0.0000,12.2949
2,100,0.4350,50,0,0,1,0.0000,11.4950
3,149,-49.6262,49,0,0,1,0.0000,12.4500
4,199,0.4159,50,0,0,1,0.0000,11.1714
5,249,0.4596,50,0,0,1,0.0000,10.9129
6,299,0.4206,50,0,0,1,0.0000,11.3559
7,349,0.4152,50,0,0,1,0.0000,11.4843
8,399,0.4160,50,0,0,1,0.0000,11.6210
9,436,-49.6406,37,0,0,1,0.0000,10.0856
10,486,0.4224,50,0,0,1,0.0000,11.8518
