episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.4103,50,0,0,1,0.0000,11.6780
2,100,0.4456,50,0,0,1,0.0000,10.7666
3,145,-49.6239,45,0,0,1,0.0000,12.3231
4,195,0.4290,50,0,0,1,0.0000,11.4511
5,245,0.4565,50,0,0,1,0.0000,10.9798
6,295,0.4454,50,0,0,1,0.0000,10.6867
7,340,-49.6629,45,0,0,1,0.0000,12.0092
8,390,0.4132,50,0,0,1,0.0000,11.7247
9,440,0.4754,50,0,0,1,0.0000,10.3294
10,490,0.3948,50,0,0,1,0.0000,12.5910
