episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.4621,50,0,0,1,0.0000,10.8939
2,100,0.4356,50,0,0,1,0.0000,11.1634
3,150,0.3971,50,0,0,1,0.0000,12.6798
4,197,-49.5901,47,0,0,1,0.0000,11.4263
5,247,0.4073,50,0,0,1,0.0000,11.9047
6,297,0.4143,50,0,0,1,0.0000,11.5260
7,347,0.4367,50,0,0,1,0.0000,11.2731
8,397,0.4094,50,0,0,1,0.0000,11.7405
9,447,0.4144,50,0,0,1,0.0000,12.2484
10,497,0.4333,50,0,0,1,0.0000,11.8111
