episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,57,50.6683,57,0,0,1,0.0000,11.1042
2,110,-49.6219,53,0,0,1,0.0000,12.1354
3,181,50.6000,71,0,0,1,0.0000,11.2265
4,229,50.3544,48,0,0,1,0.0000,11.4675
