episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.4065,50,0,0,1,0.0000,12.3768
2,79,-49.7293,29,0,0,1,0.0000,10.3683
3,129,0.4250,50,0,0,1,0.0000,11.9713
4,179,0.4077,50,0,0,1,0.0000,10.8428
5,229,0.4325,50,0,0,1,0.0000,11.6371
6,267,-49.6912,38,0,0,1,0.0000,11.9107
7,314,50.4086,47,0,0,1,0.0000,11.7283
8,364,0.3884,50,0,0,1,0.0000,12.5157
9,414,0.4289,50,0,0,1,0.0000,11.1929
10,464,0.4117,50,0,0,1,0.0000,11.6493
