episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.4127,50,0,0,1,0.0000,11.6425
2,100,0.4329,50,0,0,1,0.0000,11.4599
3,150,0.4085,50,0,0,1,0.0000,11.9229
4,200,0.4866,50,0,0,1,0.0000,10.0049
5,229,-49.7669,29,0,0,1,0.0000,11.9312
6,279,0.3776,50,0,0,1,0.0000,12.1250
7,324,50.3813,45,0,0,1,0.0000,11.3576
8,374,0.4116,50,0,0,1,0.0000,12.1040
9,424,0.4318,50,0,0,1,0.0000,11.2137
10,474,0.4688,50,0,0,1,0.0000,10.1020
