episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.4372,50,0,0,1,0.0000,10.9375
2,100,0.4320,50,0,0,1,0.0000,11.1819
3,138,-49.6662,38,0,0,1,0.0000,11.1792
4,188,0.4063,50,0,0,1,0.0000,11.7584
5,238,0.4291,50,0,0,1,0.0000,11.3893
6,288,0.4675,50,0,0,1,0.0000,11.0796
7,338,0.4321,50,0,0,1,0.0000,10.8912
8,388,0.4428,50,0,0,1,0.0000,11.8656
9,438,0.4461,50,0,0,1,0.0000,11.3270
10,488,0.4389,50,0,0,1,0.0000,11.0878
