episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,51,-49.6606,51,0,0,1,0.0000,12.4249
2,102,-49.4352,51,0,0,1,0.0000,10.8512
3,152,-49.5594,50,0,0,1,0.0000,12.2621
4,201,-49.4003,49,0,0,1,0.0000,10.7595
