episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,60,-49.3164,60,0,0,1,0.0000,10.5739
2,113,50.4402,53,0,0,1,0.0000,11.8095
3,176,-49.4311,63,0,0,1,0.0000,12.0492
4,222,50.5685,46,0,0,1,0.0000,10.5204
