episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.4273,50,0,0,1,0.0000,10.7334
2,100,0.3897,50,0,0,1,0.0000,11.6997
3,150,0.4343,50,0,0,1,0.0000,10.6056
4,200,0.4384,50,0,0,1,0.0000,10.9792
5,250,0.4095,50,0,0,1,0.0000,11.5090
6,298,-49.5856,48,0,0,1,0.0000,11.1631
7,348,0.4521,50,0,0,1,0.0000,10.8604
8,398,50.4073,50,0,0,1,0.0000,11.8390
9,448,0.4365,50,0,0,1,0.0000,11.2259
10,484,-49.6920,36,0,0,1,0.0000,12.3379
