episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,48,-49.6119,48,0,0,1,0.0000,12.5978
2,75,-49.7476,27,0,0,1,0.0000,11.0748
3,100,-49.7701,25,0,0,1,0.0000,10.5255
4,145,-49.6178,45,0,0,1,0.0000,12.0228
5,195,0.4376,50,0,0,1,0.0000,11.8692
6,245,0.4029,50,0,0,1,0.0000,11.9581
7,295,0.4070,50,0,0,1,0.0000,11.1994
8,345,0.4427,50,0,0,1,0.0000,11.0949
9,395,0.4236,50,0,0,1,0.0000,10.9999
10,445,0.4036,50,0,0,1,0.0000,11.2158
11,486,-49.6840,41,0,0,1,0.0000,12.2159
