episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,37,-49.7619,37,0,0,1,0.0000,12.8242
2,92,50.6641,55,0,0,1,0.0000,10.5416
3,134,-49.7515,42,0,0,1,0.0000,12.6861
4,195,50.4203,61,0,0,1,0.0000,12.9091
5,245,50.5737,50,0,0,1,0.0000,10.9798
