episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.3795,50,0,0,1,0.0000,12.4535
2,100,0.4439,50,0,0,1,0.0000,10.5015
3,150,0.3795,50,0,0,1,0.0000,12.1721
4,200,0.4065,50,0,0,1,0.0000,11.3632
5,250,0.3886,50,0,0,1,0.0000,12.5588
6,300,0.4079,50,0,0,1,0.0000,12.0495
7,350,0.4084,50,0,0,1,0.0000,11.1781
8,400,0.3919,50,0,0,1,0.0000,12.1731
9,450,0.4344,50,0,0,1,0.0000,10.7250
10,500,0.4045,50,0,0,1,0.0000,11.5319
