episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.4380,50,0,0,1,0.0000,10.3366
2,100,0.4759,50,0,0,1,0.0000,11.1715
3,150,0.4719,50,0,0,1,0.0000,11.1007
4,199,50.3928,49,0,0,1,0.0000,11.6902
5,249,0.4353,50,0,0,1,0.0000,10.6032
