episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.4080,50,0,0,1,0.0000,11.8650
2,100,0.4131,50,0,0,1,0.0000,11.3211
3,150,0.3919,50,0,0,1,0.0000,11.9028
4,200,0.4373,50,0,0,1,0.0000,11.8472
5,243,-49.6100,43,0,0,1,0.0000,10.5178
6,293,0.4394,50,0,0,1,0.0000,11.0661
7,343,0.4269,50,0,0,1,0.0000,11.1489
8,393,0.4071,50,0,0,1,0.0000,11.9066
9,443,0.4071,50,0,0,1,0.0000,11.5269
10,493,0.4350,50,0,0,1,0.0000,10.3062
