episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.4278,50,0,0,1,0.0000,11.2470
2,100,0.4222,50,0,0,1,0.0000,11.6734
3,150,0.4092,50,0,0,1,0.0000,11.7815
4,200,0.4651,50,0,0,1,0.0000,10.2889
5,250,0.4325,50,0,0,1,0.0000,10.3773
6,300,0.4217,50,0,0,1,0.0000,10.7182
7,350,0.4535,50,0,0,1,0.0000,10.5450
8,400,0.4367,50,0,0,1,0.0000,10.5020
9,450,0.4433,50,0,0,1,0.0000,11.0710
10,498,-49.5792,48,0,0,1,0.0000,11.5866
