episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,58,50.8438,58,0,0,1,0.0000,10.0611
2,106,50.4188,48,0,0,1,0.0000,11.0357
3,157,-49.3743,51,0,0,1,0.0000,10.9723
4,209,-49.6829,52,0,0,1,0.0000,12.1685
5,253,50.4467,44,0,0,1,0.0000,11.2244
