episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.4368,50,0,0,1,0.0000,10.6964
2,100,0.4506,50,0,0,1,0.0000,10.7941
3,150,0.4064,50,0,0,1,0.0000,11.5071
4,200,0.3998,50,0,0,1,0.0000,12.3059
5,250,0.4959,50,0,0,1,0.0000,9.9045
6,297,-49.5823,47,0,0,1,0.0000,10.4268
7,347,0.4308,50,0,0,1,0.0000,11.8084
8,397,0.4382,50,0,0,1,0.0000,11.2609
9,447,0.4480,50,0,0,1,0.0000,11.5407
10,497,0.4418,50,0,0,1,0.0000,10.7254
