episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,54,50.2845,54,0,0,1,0.0000,12.4829
2,100,50.6313,46,0,0,1,0.0000,10.0793
3,183,-49.4115,83,0,0,1,0.0000,12.7041
4,211,-49.7178,28,0,0,1,0.0000,10.6661
