episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.4321,50,0,0,1,0.0000,11.6537
2,100,0.3860,50,0,0,1,0.0000,12.9986
3,146,50.3790,46,0,0,1,0.0000,11.7460
4,196,0.4068,50,0,0,1,0.0000,11.6367
5,246,0.3945,50,0,0,1,0.0000,11.8070
6,296,-49.5826,50,0,0,1,0.0000,11.5583
7,346,0.4087,50,0,0,1,0.0000,12.3866
8,396,0.3950,50,0,0,1,0.0000,11.8706
9,446,0.4187,50,0,0,1,0.0000,11.6863
10,494,-49.5818,48,0,0,1,0.0000,11.3292
