episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,53,50.3057,53,0,0,1,0.0000,12.1887
2,106,50.4990,53,0,0,1,0.0000,11.2289
3,152,-49.6070,46,0,0,1,0.0000,12.0257
4,201,50.2688,49,0,0,1,0.0000,11.9848
5,256,50.6042,55,0,0,1,0.0000,10.8046
