episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.3700,50,0,0,1,0.0000,12.7188
2,100,0.4323,50,0,0,1,0.0000,11.3830
3,150,0.4312,50,0,0,1,0.0000,11.0281
4,200,0.4842,50,0,0,1,0.0000,10.6004
5,250,0.4180,50,0,0,1,0.0000,11.5352
6,300,0.4450,50,0,0,1,0.0000,10.8435
7,350,0.4157,50,0,0,1,0.0000,11.8140
8,400,0.4588,50,0,0,1,0.0000,10.2407
9,419,-49.8280,19,0,0,1,0.0000,10.6436
10,469,0.4631,50,0,0,1,0.0000,10.9695
