episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,49,50.4289,49,0,0,1,0.0000,11.0371
2,99,0.4335,50,0,0,1,0.0000,10.9825
3,141,-49.6132,42,0,0,1,0.0000,10.9257
4,191,0.4100,50,0,0,1,0.0000,11.7314
5,241,0.4453,50,0,0,1,0.0000,11.0361
6,291,0.4332,50,0,0,1,0.0000,11.9029
7,341,0.4329,50,0,0,1,0.0000,11.1823
8,387,-49.5967,46,0,0,1,0.0000,11.1149
9,437,0.4565,50,0,0,1,0.0000,10.5065
10,487,0.4510,50,0,0,1,0.0000,11.1489
