episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,46,-49.6342,46,0,0,1,0.0000,11.9103
2,96,0.4376,50,0,0,1,0.0000,11.3445
3,146,0.4734,50,0,0,1,0.0000,10.8885
4,196,0.4086,50,0,0,1,0.0000,12.6462
5,222,50.2370,26,0,0,1,0.0000,10.7478
6,272,0.4050,50,0,0,1,0.0000,11.3495
7,300,50.2424,28,0,0,1,0.0000,10.5247
8,350,0.4183,50,0,0,1,0.0000,11.7357
9,400,0.4330,50,0,0,1,0.0000,11.1622
10,450,0.4444,50,0,0,1,0.0000,11.5727
11,500,0.4201,50,0,0,1,0.0000,11.3235
