episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,52,50.5935,52,0,0,1,0.0000,10.3748
2,112,-49.5020,60,0,0,1,0.0000,10.7838
3,165,50.4760,53,0,0,1,0.0000,11.6475
4,217,50.5025,52,0,0,1,0.0000,11.9858
