episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,0.4249,50,0,0,1,0.0000,11.0841
2,100,0.4426,50,0,0,1,0.0000,11.0260
3,150,0.4441,50,0,0,1,0.0000,11.3845
4,197,-49.6309,47,0,0,1,0.0000,12.7012
5,247,0.4513,50,0,0,1,0.0000,11.5225
6,297,0.4728,50,0,0,1,0.0000,11.0768
7,347,0.4672,50,0,0,1,0.0000,11.0842
8,397,0.4310,50,0,0,1,0.0000,10.9570
9,447,0.4731,50,0,0,1,0.0000,10.2997
10,495,50.4227,48,0,0,1,0.0000,10.1822
