episode,timestep,reward,length,kill,death,crash,lock_progress,distance
1,50,-49.5362,50,0,0,1,0.0000,11.0678
2,100,0.4395,50,0,0,1,0.0000,10.7991
3,150,0.4256,50,0,0,1,0.0000,11.1529
4,200,0.4264,50,0,0,1,0.0000,11.4743
5,245,-49.6592,45,0,0,1,0.0000,12.2887
6,295,0.3933,50,0,0,1,0.0000,12.0418
7,345,0.4432,50,0,0,1,0.0000,10.6581
8,388,-49.6698,43,0,0,1,0.0000,12.5004
9,426,-49.6336,38,0,0,1,0.0000,10.1123
10,476,0.4349,50,0,0,1,0.0000,10.5064
